feature	Sample_1S3	Sample_1S6	Sample_1S9	Sample_1S12	Sample_1S15	Sample_1S18	Sample_1S21	Sample_1S24	Sample_4S2	Sample_4S5	Sample_4S8	Sample_4S11	Sample_4S14	Sample_4S17	Sample_4S20	Sample_4S23	Sample_N1	Sample_N7	Sample_N13	Sample_N19	Sample_N25	Sample_N31	Sample_N37	Sample_N43	Sample_2S1	Sample_2S4	Sample_2S7	Sample_2S10	Sample_2S13	Sample_2S16	Sample_2S19	Sample_2S22	Sample_4S3	Sample_4S6	Sample_4S9	Sample_4S12	Sample_4S15	Sample_4S18	Sample_4S21	Sample_4S24	Sample_N2	Sample_N8	Sample_N14	Sample_N20	Sample_N26	Sample_N32	Sample_N38	Sample_N44	Sample_2S2	Sample_2S5	Sample_2S8	Sample_2S11	Sample_2S14	Sample_2S17	Sample_2S20	Sample_2S23	Sample_N3	Sample_N9	Sample_N15	Sample_N21	Sample_N27	Sample_N33	Sample_N39	Sample_N45	Sample_PC1	Sample_PC7	Sample_PC13	Sample_PC18	Sample_PC21	Sample_PC27	Sample_PC31	Sample_PC36	Sample_2S3	Sample_2S6	Sample_2S9	Sample_2S12	Sample_2S15	Sample_2S18	Sample_2S21	Sample_2S24	Sample_N4	Sample_N10	Sample_N16	Sample_N22	Sample_N28	Sample_N34	Sample_N40	Sample_N46	Sample_Pan01	Sample_PC2	Sample_PC8	Sample_PC14	Sample_PC19	Sample_PC22	Sample_PC28	Sample_PC32	Sample_3S1	Sample_3S4	Sample_3S7	Sample_3S10	Sample_3S13	Sample_3S16	Sample_3S19	Sample_3S22	Sample_N5	Sample_N11	Sample_N17	Sample_N23	Sample_N29	Sample_N35	Sample_N41	Sample_N47	Sample_Pan02	Sample_PC3	Sample_PC9	Sample_PC15	Sample_PC20	Sample_PC23	Sample_PC29	Sample_PC33	Sample_2S25	Sample_3S2	Sample_3S5	Sample_3S8	Sample_3S11	Sample_3S14	Sample_3S17	Sample_3S20	Sample_3S23	Sample_N6	Sample_N12	Sample_N18	Sample_N24	Sample_N30	Sample_N36	Sample_N42	Sample_N48	Sample_Pan03	Sample_PC4	Sample_PC10	Sample_PC16	Sample_PC24	Sample_PC30	Sample_PC34	Sample_1S1	Sample_1S4	Sample_1S7	Sample_1S10	Sample_1S13	Sample_1S16	Sample_1S19	Sample_1S22	Sample_3S3	Sample_3S6	Sample_3S9	Sample_3S12	Sample_3S15	Sample_3S18	Sample_3S21	Sample_3S24	Sample_3S25	Sample_N50	Sample_Pan04	Sample_PC5	Sample_PC11	Sample_PC17	Sample_PC25	Sample_PC35	Sample_1S2	Sample_1S5	Sample_1S8	Sample_1S11	Sample_1S14	Sample_1S17	Sample_1S20	Sample_1S23	Sample_1S25	Sample_4S1	Sample_4S4	Sample_4S7	Sample_4S10	Sample_4S13	Sample_4S16	Sample_4S19	Sample_4S22	Sample_4S25	Sample_N49	Sample_Pan05	Sample_Pan06	Sample_PC6	Sample_PC12	Sample_PC26
hsa-miR-100-5p|miRNA|hsa-miR-100-5p|hsa-miR-100-5p|hsa-miR-100-5p|0|22	125313	106045	106731	146051	59705	71145	68482	116185	99673	90762	92860	136519	55706	97122	87868	91459	124534	110152	108376	112798	73826	78329	116875	90829	103131	60375	100697	114224	90461	68111	83976	114049	91029	84615	124017	104993	81311	81470	113060	99461	111238	96312	94992	78249	76518	114691	96494	98003	102698	116421	92388	193642	96133	71705	93961	99979	90832	133119	84926	87344	72192	117906	108736	131859	154024	73045	158398	157629	82280	92297	100716	119975	145364	148424	120494	131754	72552	94270	105729	114538	108296	138312	89995	117660	110458	68984	129280	107284	34579	118207	99075	144454	123388	81878	134403	100749	111114	118137	99953	153208	95779	111193	94210	99493	111132	148982	100325	113642	74097	84253	108181	110105	31670	108989	102811	142966	100178	70161	86012	88130	135065	139902	133073	80195	119623	103985	82954	103740	110175	148879	120547	129223	142190	86424	78446	98302	169818	43762	128953	103944	153571	95169	107927	105765	103189	96227	123679	97189	92414	95409	97568	125084	99837	90030	143618	105366	62444	93763	108795	102816	99363	107760	39208	117328	127176	136446	91485	75659	108626	117554	94111	119587	65900	101859	105964	117495	132507	112103	80343	138025	136823	72487	140248	102685	100675	85760	100101	38767	37209	136651	104749	82985
hsa-miR-101-2-5p|miRNA|hsa-miR-101-2-5p|hsa-miR-101-2-5p|hsa-miR-101-2-5p|0|22	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-101-3p|miRNA|hsa-miR-101-3p|hsa-miR-101-3p|hsa-miR-101-3p|0|21	52778	36204	43579	40976	26186	33207	34642	57696	43039	26873	157656	32494	31529	48150	42282	42757	35584	38398	47793	31122	52815	30273	38195	33323	41359	20928	51579	34181	50382	34938	45266	51003	55080	36920	55160	27645	46663	47717	51858	37816	46847	28069	32663	49688	59681	55637	44453	30128	61416	42244	45882	48722	40579	46088	78186	35105	43269	47308	39179	51391	46954	45450	46999	47097	67444	28376	71459	59284	44780	75980	44217	54611	65766	34456	52361	27137	41824	53063	44039	78196	48949	61292	55927	48386	65719	33412	56837	43799	19590	65620	38171	68380	42537	47612	58478	54825	48780	43225	36110	44575	68215	52716	55333	55291	39492	58637	42544	48499	55811	44091	54560	41342	15579	59022	39539	47282	28393	45377	45696	48561	38970	51908	48590	20913	39803	37947	61758	57566	59304	67924	54992	49289	58487	54657	47022	61913	70282	20199	44114	38044	64637	49176	52236	45694	35091	30187	48890	25814	56945	60505	44773	41512	36186	30428	60866	27994	31264	68069	52131	29819	53952	38060	18015	45486	62286	57878	55312	30369	47177	43385	29941	44570	38689	42626	63490	58839	38106	76186	31485	53940	27630	37803	65247	45567	37785	47889	45469	18812	17498	50283	42992	60184
hsa-miR-101-5p|miRNA|hsa-miR-101-5p|hsa-miR-101-5p|hsa-miR-101-5p|0|22	2	8	2	4	7	2	4	11	4	3	24	5	2	11	3	7	5	5	3	2	4	5	2	2	3	4	8	8	8	3	6	6	6	7	3	3	2	2	3	8	5	2	5	3	6	6	3	6	9	4	2	6	2	4	11	6	6	7	4	4	2	3	3	2	7	7	4	7	8	8	3	5	9	4	5	2	5	3	9	7	6	4	7	4	8	2	4	4	1	4	7	4	5	5	2	4	7	5	7	5	8	3	6	9	5	5	9	6	5	4	4	7	1	6	5	4	3	3	8	5	6	9	4	3	3	5	10	10	5	10	3	7	7	1	2	11	6	5	3	2	6	4	4	4	5	5	1	0	4	7	2	9	6	2	8	1	6	7	5	4	3	2	1	3	7	7	7	4	3	2	4	3	3	4	16	12	1	10	6	9	6	3	5	5	5	1	9	0	2	4	9	4
hsa-miR-10226|miRNA|hsa-miR-10226|hsa-miR-10226|hsa-miR-10226|0|22	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10392-3p|miRNA|hsa-miR-10392-3p|hsa-miR-10392-3p|hsa-miR-10392-3p|0|24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
hsa-miR-10392-5p|miRNA|hsa-miR-10392-5p|hsa-miR-10392-5p|hsa-miR-10392-5p|0|23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-10393-3p|miRNA|hsa-miR-10393-3p|hsa-miR-10393-3p|hsa-miR-10393-3p|0|22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-10393-5p|miRNA|hsa-miR-10393-5p|hsa-miR-10393-5p|hsa-miR-10393-5p|0|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10394-3p|miRNA|hsa-miR-10394-3p|hsa-miR-10394-3p|hsa-miR-10394-3p|0|23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10394-5p|miRNA|hsa-miR-10394-5p|hsa-miR-10394-5p|hsa-miR-10394-5p|0|24	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	1	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-10395-3p|miRNA|hsa-miR-10395-3p|hsa-miR-10395-3p|hsa-miR-10395-3p|0|21	0	2	0	2	1	2	1	4	1	1	6	0	2	1	1	1	0	2	2	0	5	2	1	2	0	0	3	2	5	2	1	3	1	2	2	1	2	0	1	0	1	1	1	6	2	3	2	2	4	2	1	2	3	2	1	2	1	0	1	5	1	0	3	2	2	1	0	1	1	3	1	1	3	3	2	0	1	3	2	2	1	1	1	9	2	5	1	4	0	1	1	1	2	1	0	1	0	1	0	0	3	1	1	1	0	1	0	3	3	3	11	8	1	1	0	0	0	3	2	2	0	2	0	2	0	2	2	3	4	3	4	1	2	7	3	3	2	2	4	3	2	4	2	3	1	1	1	3	2	3	1	3	2	3	2	2	1	2	4	4	0	2	0	0	1	0	2	0	2	2	0	2	48	3	2	2	7	5	2	1	1	6	1	0	3	1	4	2	0	3	0	0
hsa-miR-10395-5p|miRNA|hsa-miR-10395-5p|hsa-miR-10395-5p|hsa-miR-10395-5p|0|18	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10397-3p|miRNA|hsa-miR-10397-3p|hsa-miR-10397-3p|hsa-miR-10397-3p|0|24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10397-5p|miRNA|hsa-miR-10397-5p|hsa-miR-10397-5p|hsa-miR-10397-5p|0|22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-10398-3p|miRNA|hsa-miR-10398-3p|hsa-miR-10398-3p|hsa-miR-10398-3p|0|21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10398-5p|miRNA|hsa-miR-10398-5p|hsa-miR-10398-5p|hsa-miR-10398-5p|0|21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10399-3p|miRNA|hsa-miR-10399-3p|hsa-miR-10399-3p|hsa-miR-10399-3p|0|21	5	7	1	2	0	3	1	5	1	1	45	6	2	10	2	5	1	8	9	1	0	7	0	4	3	0	1	5	3	3	5	0	3	6	4	5	2	1	2	3	2	11	0	3	5	5	0	0	5	6	0	8	2	2	4	2	4	1	3	0	3	1	3	4	7	2	3	2	2	3	0	2	3	4	7	5	3	3	4	5	3	10	0	4	6	2	9	2	0	1	2	6	0	0	3	0	4	15	2	6	12	9	1	3	5	6	7	7	3	1	2	5	1	6	2	4	1	4	0	3	3	1	10	1	3	7	3	3	7	9	5	7	4	0	1	12	8	1	1	2	3	1	1	2	2	4	4	3	0	5	1	5	4	2	4	6	3	0	3	2	1	7	0	2	4	1	1	0	2	7	4	3	8	1	5	5	7	4	6	5	0	1	4	2	0	2	5	1	0	3	2	0
hsa-miR-10399-5p|miRNA|hsa-miR-10399-5p|hsa-miR-10399-5p|hsa-miR-10399-5p|0|21	2	2	3	2	0	0	1	3	2	1	22	0	0	4	0	1	2	2	3	0	0	1	2	0	0	0	1	1	2	0	1	0	0	3	2	0	1	0	1	2	1	5	1	2	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	4	1	2	0	0	1	0	3	0	0	0	6	3	0	0	2	1	2	2	0	1	1	0	0	3	5	1	2	7	0	1	1	1	2	1	0	1	0	1	2	0	3	0	0	0	2	1	2	0	0	0	0	2	1	3	1	1	0	1	1	0	0	0	4	1	0	0	0	0	1	1	1	0	2	0	0	0	1	0	3	2	0	0	5	0	2	2	0	0	0	0	0	0	0	0	1	1	0	1	1	4	3	0	0	1	0	0	1	0	0	2	0	1	0	2	1	0	1	0	2
hsa-miR-103a-1-5p|miRNA|hsa-miR-103a-1-5p|hsa-miR-103a-1-5p|hsa-miR-103a-1-5p|0|23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-103a-2-5p|miRNA|hsa-miR-103a-2-5p|hsa-miR-103a-2-5p|hsa-miR-103a-2-5p|0|23	2	2	1	2	1	4	4	0	2	1	4	2	2	2	1	2	3	2	1	1	3	1	1	3	0	4	0	0	1	2	1	3	0	1	0	5	0	2	5	3	1	1	0	1	2	2	0	1	2	0	1	1	2	4	3	4	1	0	2	2	0	1	2	5	1	1	0	3	2	2	1	5	3	2	1	0	4	5	2	2	2	0	1	2	4	1	3	3	2	2	0	0	3	1	3	2	0	3	1	0	5	1	0	5	1	5	3	1	3	2	2	5	3	3	0	0	1	5	6	2	2	0	0	1	7	0	2	1	5	2	3	1	1	2	2	2	2	1	0	0	0	2	1	4	4	0	0	0	2	2	1	1	2	3	1	0	1	3	1	0	3	4	0	1	2	0	5	2	1	2	0	2	3	5	8	2	2	1	1	2	2	1	4	3	4	0	0	0	2	0	6	1
hsa-miR-103a-3p|miRNA|hsa-miR-103a-3p|hsa-miR-103a-3p|hsa-miR-103a-3p|0|23	2328	2185	1907	1931	1438	1620	1785	2638	2194	2522	8714	2821	1390	2501	1887	2754	2450	2460	2699	2383	2022	1922	2018	1997	2294	1435	2047	2193	2458	2102	2529	2362	2180	2363	2666	2021	1895	1893	2208	2606	2485	1998	1726	1755	2070	2711	2073	1747	2684	2718	2152	3548	2462	5113	2330	1909	2025	2634	2000	2065	1914	2210	2673	2845	2869	1596	2911	2586	2487	2526	1987	2203	3470	2885	3551	2356	1904	2682	2295	3079	2574	3296	2119	2716	2702	1914	2508	2792	933	2743	2145	2609	2369	2025	2656	2287	3613	7345	1837	4843	4174	2363	2143	2453	2764	3839	3001	2738	2179	1964	2886	2403	854	4628	2492	2693	2012	2376	1967	2346	2324	3117	2948	1385	2626	2048	2531	2679	3000	4300	2793	2781	2597	2339	2177	3952	2128	1018	1754	2395	2910	1952	2261	2620	2308	2499	2383	1909	2325	3021	2272	2781	2388	1868	2996	3334	1245	2531	1961	1868	2753	2473	817	2267	3171	2868	3071	1673	2939	2525	2054	2417	2104	2438	6019	2934	3175	3315	2766	2883	2297	1889	3721	2180	2007	2313	2742	1013	841	2708	2224	2286
hsa-miR-103b|miRNA|hsa-miR-103b|hsa-miR-103b|hsa-miR-103b|0|23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10400-3p|miRNA|hsa-miR-10400-3p|hsa-miR-10400-3p|hsa-miR-10400-3p|0|22	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10400-5p|miRNA|hsa-miR-10400-5p|hsa-miR-10400-5p|hsa-miR-10400-5p|0|21	0	2	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	3	1	2	0	1	0	1	0	1	2	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	2	2	0	2	1	0	0	0	1	0	1	1	2	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	2	0	1	1	0	1	2	0	1	1	2	1	0	0	0	0	0	0	0	1	0	0
hsa-miR-105-3p|miRNA|hsa-miR-105-3p|hsa-miR-105-3p|hsa-miR-105-3p|0|22	41	23	55	67	24	42	31	52	38	33	28	62	26	47	41	50	48	23	43	26	28	30	67	56	25	15	34	39	32	15	68	44	49	22	33	46	43	33	61	55	40	32	29	27	24	56	57	67	32	28	32	62	29	133	43	67	29	33	28	27	33	69	65	71	52	21	50	58	42	37	51	65	47	34	42	46	32	33	67	79	24	49	32	30	59	31	153	64	11	38	25	65	40	42	65	42	42	47	43	51	55	46	40	61	24	42	25	42	41	25	96	52	12	29	34	80	30	27	48	38	45	46	44	15	31	57	43	48	50	61	36	39	83	44	50	88	82	18	68	31	83	45	37	45	21	28	39	33	47	37	89	66	26	24	59	62	36	39	90	57	53	43	20	54	37	51	43	52	36	29	34	34	25	84	123	65	58	43	27	50	73	39	62	58	52	38	42	16	13	42	33	52
